County,Zip,School,Type of Organization,Any Building with Lead-Free Plumbing?,Results ≤ 15 ppb,Results ≤ 15 ppb,Results ≤ 15 ppb,Results ≤ 15 ppb,County Location
Suffolk,11729,DEER PARK HIGH SCHOOL,Public School,No,30.0,9.0,30.0,9.0,"(40.820237, -73.119032)"
Suffolk,11729,JOHN F KENNEDY INTERMEDIATE SCHOOL,Public School,No,26.0,5.0,26.0,5.0,"(40.820237, -73.119032)"
Suffolk,11729,MAY MOORE ELEMENTARY SCHOOL,Public School,No,19.0,1.0,19.0,1.0,"(40.820237, -73.119032)"
Suffolk,11729,ROBERT FROST JUNIOR HIGH SCHOOL,Public School,No,28.0,10.0,28.0,10.0,"(40.820237, -73.119032)"
Suffolk,11730,JOHN F KENNEDY ELEM SCHOOL,Public School,No,48.0,3.0,48.0,3.0,"(40.820237, -73.119032)"
Suffolk,11730,TIMBER POINT ELEM SCHOOL,Public School,No,60.0,5.0,60.0,5.0,"(40.820237, -73.119032)"
Suffolk,11731,EAST NORTHPORT MS,Public School,No,32.0,7.0,32.0,7.0,"(40.820237, -73.119032)"
Suffolk,11731,ELWOOD MIDDLE SCHOOL,Public School,No,63.0,6.0,63.0,6.0,"(40.820237, -73.119032)"
Suffolk,11731,FIFTH AVENUE ELEM SCHOOL,Public School,No,28.0,3.0,28.0,3.0,"(40.820237, -73.119032)"
Suffolk,11731,HARLEY AVE ELEM SCHOOL,Public School,No,52.0,5.0,52.0,5.0,"(40.820237, -73.119032)"
Suffolk,11731,JOHN H GLENN HS,Public School,No,57.0,6.0,57.0,6.0,"(40.820237, -73.119032)"
Suffolk,11731,PULASKI ROAD SCHOOL,Public School,No,25.0,4.0,25.0,4.0,"(40.820237, -73.119032)"
Suffolk,11733,ARROWHEAD SCHOOL,Public School,No,84.0,12.0,84.0,12.0,"(40.820237, -73.119032)"
Suffolk,11733,MINNESAUKE SCHOOL,Public School,No,59.0,3.0,59.0,3.0,"(40.820237, -73.119032)"
Suffolk,11733,NASSAKEAG SCHOOL,Public School,No,81.0,10.0,81.0,10.0,"(40.820237, -73.119032)"
Suffolk,11733,PAUL J GELINAS J H S,Public School,No,79.0,18.0,79.0,18.0,"(40.820237, -73.119032)"
Suffolk,11733,SETAUKET SCHOOL,Public School,No,75.0,10.0,75.0,10.0,"(40.820237, -73.119032)"
Suffolk,11733,WARD MELVILLE S H S,Public School,No,70.0,8.0,70.0,8.0,"(40.820237, -73.119032)"
Suffolk,11738,LYNWOOD AVENUE SCHOOL,Public School,No,78.0,9.0,78.0,9.0,"(40.820237, -73.119032)"
Suffolk,11738,SACHEM HIGH SCHOOL EAST,Public School,No,204.0,0.0,204.0,0.0,"(40.820237, -73.119032)"
Suffolk,11740,HARBORFIELDS S H S,Public School,No,22.0,0.0,22.0,0.0,"(40.820237, -73.119032)"
Suffolk,11740,OLDFIELD J H S,Public School,No,32.0,0.0,32.0,0.0,"(40.820237, -73.119032)"
Suffolk,11740,THOMAS J LAHEY ELEM SCHOOL,Public School,No,18.0,1.0,18.0,1.0,"(40.820237, -73.119032)"
Suffolk,11741,GRUNDY AVENUE SCHOOL,Public School,No,75.0,24.0,75.0,24.0,"(40.820237, -73.119032)"
Suffolk,11741,MERRIMAC SCHOOL,Public School,No,78.0,4.0,78.0,4.0,"(40.820237, -73.119032)"
Suffolk,11741,NOKOMIS SCHOOL,Public School,No,66.0,16.0,66.0,16.0,"(40.820237, -73.119032)"
Suffolk,11741,SENECA J H S,Public School,No,65.0,4.0,65.0,4.0,"(40.820237, -73.119032)"
Suffolk,11742,CHIPPEWA ELEM SCHOOL,Public School,No,63.0,8.0,63.0,8.0,"(40.820237, -73.119032)"
Suffolk,11742,SAGAMORE J H S,Public School,No,61.0,1.0,61.0,1.0,"(40.820237, -73.119032)"
Suffolk,11742,TAMARAC ELEM SCHOOL,Public School,No,83.0,2.0,83.0,2.0,"(40.820237, -73.119032)"
Suffolk,11742,WAVERLY AVENUE SCHOOL,Public School,No,81.0,13.0,81.0,13.0,"(40.820237, -73.119032)"
Suffolk,11743,(LEAD ONLY) WESTERN SUFFOLK BOCES MANOR PLAINS SCHOOL,BOCES School,No,52.0,3.0,52.0,3.0,"(40.820237, -73.119032)"
Suffolk,11743,FINLEY MIDDLE SCHOOL,Public School,No,60.0,0.0,60.0,0.0,"(40.820237, -73.119032)"
Suffolk,11743,FLOWER HILL PRIMARY SCHOOL,Public School,No,68.0,0.0,68.0,0.0,"(40.820237, -73.119032)"
Suffolk,11743,HUNTINGTON H S,Public School,No,66.0,0.0,66.0,0.0,"(40.820237, -73.119032)"
Suffolk,11743,JAMES H BOYD / CUBA HILL ELEMENTARY,Public School,No,64.0,8.0,64.0,8.0,"(40.820237, -73.119032)"
Suffolk,11743,LLOYD HARBOR SCHOOL,Public School,No,85.0,0.0,85.0,0.0,"(40.820237, -73.119032)"
Suffolk,11743,OAKWOOD PRIMARY CENTER,Public School,No,105.0,19.0,105.0,19.0,"(40.820237, -73.119032)"
Suffolk,11743,SOUTHDOWN PRIMARY SCHOOL,Public School,No,65.0,2.0,65.0,2.0,"(40.820237, -73.119032)"
Suffolk,11743,WOODHULL INTERMEDIATE SCHOOL,Public School,No,29.0,0.0,29.0,0.0,"(40.820237, -73.119032)"
Suffolk,11746,(LEAD ONLY) WESTERN SUFFOLK BOCES JEA LEARNING CENTER ELEM SCHOOL,BOCES School,No,72.0,4.0,72.0,4.0,"(40.820237, -73.119032)"
Suffolk,11746,(LEAD ONLY) WESTERN SUFFOLK BOCES WILSON TECH MCGUIRE I,BOCES School,No,14.0,2.0,14.0,2.0,"(40.820237, -73.119032)"
Suffolk,11746,(LEAD ONLY) WESTERN SUFFOLK BOCES WT-DIX HILLS CARRER CENTER,BOCES School,No,17.0,2.0,17.0,2.0,"(40.820237, -73.119032)"
Suffolk,11746,BIRCHWOOD SCHOOL,Public School,No,72.0,17.0,72.0,17.0,"(40.820237, -73.119032)"
Suffolk,11746,CANDLEWOOD J H S,Public School,No,18.0,9.0,18.0,9.0,"(40.820237, -73.119032)"
Suffolk,11746,COUNTRYWOOD PRIMARY CENTER,Public School,No,89.0,12.0,89.0,12.0,"(40.820237, -73.119032)"
Suffolk,11746,HALF HOLLOW HILLS H S-EAST,Public School,No,21.0,1.0,21.0,1.0,"(40.820237, -73.119032)"
Suffolk,11746,HALF HOLLOW HILLS H S-WEST,Public School,No,15.0,1.0,15.0,1.0,"(40.820237, -73.119032)"
Suffolk,11746,HENRY L STIMSON J H S,Public School,No,61.0,14.0,61.0,14.0,"(40.820237, -73.119032)"
Suffolk,11746,JACK ABRAMS STEM MAGNET SCHOOL,Public School,No,99.0,0.0,99.0,0.0,"(40.820237, -73.119032)"
Suffolk,11746,MAPLEWOOD ELEM SCHOOL,Public School,No,107.0,13.0,107.0,13.0,"(40.820237, -73.119032)"
Suffolk,11746,OTSEGO ELEM SCHOOL,Public School,No,8.0,1.0,8.0,1.0,"(40.820237, -73.119032)"
Suffolk,11746,ROLLING HILLS PRIMARY SCHOOL,Public School,No,37.0,4.0,37.0,4.0,"(40.820237, -73.119032)"
Suffolk,11746,SILAS WOOD 6TH GRADE CENTER-STIMSON ANNEX,Public School,No,81.0,12.0,81.0,12.0,"(40.820237, -73.119032)"
Suffolk,11746,WALT WHITMAN H S,Public School,No,128.0,30.0,128.0,30.0,"(40.820237, -73.119032)"
Suffolk,11747,(LEAD ONLY) WESTERN SUFFOLK BOCES JEA JR/SR HIGHSCHOOL,BOCES School,No,79.0,12.0,79.0,12.0,"(40.820237, -73.119032)"
Suffolk,11747,SUNQUAM ELEMENTARY SCHOOL,Public School,No,8.0,1.0,8.0,1.0,"(40.820237, -73.119032)"
Suffolk,11747,WEST HOLLOW J H S,Public School,No,21.0,8.0,21.0,8.0,"(40.820237, -73.119032)"
Suffolk,11751,COMMACK ROAD ELEM SCHOOL,Public School,No,47.0,18.0,47.0,18.0,"(40.820237, -73.119032)"
Suffolk,11751,ISLIP H S,Public School,No,55.0,6.0,55.0,6.0,"(40.820237, -73.119032)"
Suffolk,11751,ISLIP J H S,Public School,No,57.0,12.0,57.0,12.0,"(40.820237, -73.119032)"
Suffolk,11751,SHERWOOD ELEM SCHOOL,Public School,No,81.0,4.0,81.0,4.0,"(40.820237, -73.119032)"
Suffolk,11751,WING ELEMENTARY SCHOOL,Public School,No,55.0,17.0,55.0,17.0,"(40.820237, -73.119032)"
Suffolk,11752,CONNETQUOT ELEM SCHOOL,Public School,No,54.0,3.0,54.0,3.0,"(40.820237, -73.119032)"
Suffolk,11752,EAST ISLIP MIDDLE SCHOOL,Public School,No,42.0,1.0,42.0,1.0,"(40.820237, -73.119032)"
Suffolk,11752,RUTH C KINNEY ELEM SCHOOL,Public School,No,43.0,4.0,43.0,4.0,"(40.820237, -73.119032)"
Suffolk,11754,KINGS PARK H S,Public School,Yes (Entire Building),93.0,43.0,93.0,43.0,"(40.820237, -73.119032)"
Suffolk,11754,PARKVIEW ES,Public School,Yes (Entire Building),80.0,45.0,80.0,45.0,"(40.820237, -73.119032)"
Suffolk,11754,R.J.O. IS,Public School,Yes (Entire Building),63.0,37.0,63.0,37.0,"(40.820237, -73.119032)"
Suffolk,11754,WILLIAM T ROGERS J H S,Public School,Yes (Entire Building),85.0,34.0,85.0,34.0,"(40.820237, -73.119032)"
Suffolk,11755,CAYUGA SCHOOL,Public School,No,76.0,5.0,76.0,5.0,"(40.820237, -73.119032)"
Suffolk,11755,EUGENE AVER MEMORIAL,Public School,No,51.0,3.0,51.0,3.0,"(40.820237, -73.119032)"
Suffolk,11755,WENONAH SCHOOL,Public School,No,70.0,10.0,70.0,10.0,"(40.820237, -73.119032)"
Suffolk,11757,ALBANY AVENUE SCHOOL,Public School,No,42.0,21.0,42.0,21.0,"(40.820237, -73.119032)"
Suffolk,11757,ALLEGHANY AVENUE SCHOOL,Public School,No,39.0,25.0,39.0,25.0,"(40.820237, -73.119032)"
Suffolk,11757,DANIEL STREET SCHOOL,Public School,No,58.0,38.0,58.0,38.0,"(40.820237, -73.119032)"
Suffolk,11757,HARDING AVENUE SCHOOL,Public School,No,21.0,8.0,21.0,8.0,"(40.820237, -73.119032)"
Suffolk,11757,LINDENHURST J H S,Public School,No,76.0,13.0,76.0,13.0,"(40.820237, -73.119032)"
Suffolk,11757,LINDENHURST S H S,Public School,No,65.0,5.0,65.0,5.0,"(40.820237, -73.119032)"
Suffolk,11757,WEST GATES AVENUE SCHOOL,Public School,No,30.0,5.0,30.0,5.0,"(40.820237, -73.119032)"
Suffolk,11757,WILLIAM RALL SCHOOL,Public School,No,40.0,36.0,40.0,36.0,"(40.820237, -73.119032)"
Suffolk,11763,EAGLE DRIVE ELEM SCHOOL,Public School,No,62.0,13.0,62.0,13.0,"(40.820237, -73.119032)"
Suffolk,11763,OREGON AVENUE MIDDLE SCHOOL,Public School,No,64.0,10.0,64.0,10.0,"(40.820237, -73.119032)"
Suffolk,11763,PATCHOGUE-MEDFORD H S,Public School,No,108.0,15.0,108.0,15.0,"(40.820237, -73.119032)"
Suffolk,11763,TREMONT AVENUE SCHOOL,Public School,No,83.0,8.0,83.0,8.0,"(40.820237, -73.119032)"
Suffolk,11764,ANDREW MULLER PRIMARY SCHOOL,Public School,No,91.0,0.0,91.0,0.0,"(40.820237, -73.119032)"
Suffolk,11764,LADDIE A DECKER SOUND BEACH SCHOOL,Public School,No,80.0,1.0,80.0,1.0,"(40.820237, -73.119032)"
Suffolk,11764,MILLER PLACE H S,Public School,No,60.0,5.0,60.0,5.0,"(40.820237, -73.119032)"
Suffolk,11764,NORTH COUNTRY ROAD MIDDLE SCHOOL,Public School,No,71.0,0.0,71.0,0.0,"(40.820237, -73.119032)"
Suffolk,11767,(LEAD ONLY) NESCONSET ELEMENTARY SCHOOL,Public School,No,11.0,0.0,11.0,0.0,"(40.820237, -73.119032)"
Suffolk,11767,GREAT HOLLOW MIDDLE SCHOOL,Public School,No,131.0,0.0,131.0,0.0,"(40.820237, -73.119032)"
Suffolk,11767,TACKAN ELEM SCHOOL,Public School,No,82.0,0.0,82.0,0.0,"(40.820237, -73.119032)"
Suffolk,11768,(LEAD ONLY) WESTERN SUFFOLK BOCES WILSON TECH NORTHSHORE CAMPUS,BOCES School,No,38.0,3.0,38.0,3.0,"(40.820237, -73.119032)"
Suffolk,11768,FORT SALONGA ES,Public School,Yes (Entire Building),105.0,13.0,105.0,13.0,"(40.820237, -73.119032)"
Suffolk,11768,NORTHPORT MS,Public School,No,64.0,11.0,64.0,11.0,"(40.820237, -73.119032)"
Suffolk,11768,NORTHPORT S H S,Public School,No,115.0,6.0,115.0,6.0,"(40.820237, -73.119032)"
Suffolk,11768,NORWOOD AVENUE SCHOOL,Public School,No,25.0,7.0,25.0,7.0,"(40.820237, -73.119032)"
Suffolk,11768,OCEAN AVENUE SCHOOL,Public School,No,39.0,4.0,39.0,4.0,"(40.820237, -73.119032)"
Suffolk,11769,IDLE HOUR ELEM SCHOOL,Public School,No,74.0,10.0,74.0,10.0,"(40.820237, -73.119032)"
Suffolk,11769,OAKDALE-BOHEMIA RD MIDDLE SCHOOL,Public School,No,47.0,6.0,47.0,6.0,"(40.820237, -73.119032)"
Suffolk,11770,WOODHULL SCHOOL,Public School,No,6.0,1.0,6.0,1.0,"(40.820237, -73.119032)"
Suffolk,11772,BARTON AVENUE SCHOOL,Public School,No,60.0,16.0,60.0,16.0,"(40.820237, -73.119032)"
Suffolk,11772,BAY AVENUE SCHOOL,Public School,No,53.0,2.0,53.0,2.0,"(40.820237, -73.119032)"
Suffolk,11772,CANAAN ELEM SCHOOL,Public School,No,83.0,4.0,83.0,4.0,"(40.820237, -73.119032)"
Suffolk,11772,EASTERN SUFFOLK BOCES,BOCES School,No,59.0,6.0,59.0,6.0,"(40.820237, -73.119032)"
Suffolk,11772,MEDFORD AVENUE SCHOOL,Public School,No,55.0,4.0,55.0,4.0,"(40.820237, -73.119032)"
Suffolk,11772,RIVER AVENUE SCHOOL,Public School,No,44.0,3.0,44.0,3.0,"(40.820237, -73.119032)"
Suffolk,11772,SAXTON STREET MIDDLE SCHOOL,Public School,No,82.0,28.0,82.0,28.0,"(40.820237, -73.119032)"
Suffolk,11772,SO OCEAN AVE MID SCH,Public School,No,45.0,20.0,45.0,20.0,"(40.820237, -73.119032)"
Suffolk,11772,VERNE W CRITZ ELEM SCHOOL,Public School,No,89.0,7.0,89.0,7.0,"(40.820237, -73.119032)"
Suffolk,11776,BOYLE ROAD ELEM SCHOOL,Public School,No,39.0,9.0,39.0,9.0,"(40.820237, -73.119032)"
Suffolk,11776,CLINTON AVENUE SCHOOL,Public School,No,54.0,4.0,54.0,4.0,"(40.820237, -73.119032)"
Suffolk,11776,COMSEWOGUE S H S,Public School,No,36.0,10.0,36.0,10.0,"(40.820237, -73.119032)"
Suffolk,11776,JOHN F KENNEDY J H S,Public School,No,30.0,10.0,30.0,10.0,"(40.820237, -73.119032)"
Suffolk,11776,TERRYVILLE ROAD SCHOOL,Public School,No,33.0,9.0,33.0,9.0,"(40.820237, -73.119032)"
Suffolk,11777,PORT JEFFERSON ELEM SCHOOL,Public School,No,54.0,2.0,54.0,2.0,"(40.820237, -73.119032)"
Suffolk,11778,FRANK J CARASITI ELEM SCHOOL,Public School,No,140.0,0.0,140.0,0.0,"(40.820237, -73.119032)"
Suffolk,11778,JOSEPH A EDGAR ELEM SCHOOL,Public School,No,58.0,0.0,58.0,0.0,"(40.820237, -73.119032)"
Suffolk,11778,ROCKY POINT HIGH SCHOOL,Public School,No,62.0,0.0,62.0,0.0,"(40.820237, -73.119032)"
Suffolk,11779,CHEROKEE STREET ELEM SCHOOL,Public School,No,81.0,9.0,81.0,9.0,"(40.820237, -73.119032)"
Suffolk,11779,EDITH L SLOCUM ELEM SCHOOL,Public School,No,54.0,1.0,54.0,1.0,"(40.820237, -73.119032)"
Suffolk,11779,HELEN B DUFFIELD ELEMENTARY & ANNEX,Public School,No,62.0,1.0,62.0,1.0,"(40.820237, -73.119032)"
Suffolk,11779,HIAWATHA SCHOOL,Public School,No,86.0,13.0,86.0,13.0,"(40.820237, -73.119032)"
Suffolk,11779,RONKONKOMA MIDDLE SCHOOL,Public School,No,35.0,2.0,35.0,2.0,"(40.820237, -73.119032)"
Suffolk,11779,SACHEM H S,Public School,No,133.0,7.0,133.0,7.0,"(40.820237, -73.119032)"
Suffolk,11779,SAMOSET MIDDLE SCHOOL,Public School,No,107.0,10.0,107.0,10.0,"(40.820237, -73.119032)"
Suffolk,11780,MILLS POND ES,Public School,No,103.0,0.0,103.0,0.0,"(40.820237, -73.119032)"
Suffolk,11780,NESAQUAKE MIDDLE SCHOOL,Public School,No,57.0,0.0,57.0,0.0,"(40.820237, -73.119032)"
Suffolk,11780,SMITHTOWN HIGH SCHOOL EAST,Public School,No,148.0,0.0,148.0,0.0,"(40.820237, -73.119032)"
Suffolk,11780,ST JAMES ELEM SCHOOL,Public School,No,100.0,0.0,100.0,0.0,"(40.820237, -73.119032)"
Suffolk,11782,LINCOLN AVENUE ELEM SCHOOL,Public School,No,83.0,2.0,83.0,2.0,"(40.820237, -73.119032)"
Suffolk,11782,SAYVILLE MIDDLE SCHOOL,Public School,No,29.0,12.0,29.0,12.0,"(40.820237, -73.119032)"
Suffolk,11782,SUNRISE DRIVE ELEM SCHOOL,Public School,No,65.0,10.0,65.0,10.0,"(40.820237, -73.119032)"
Suffolk,11784,HAWKINS PATH SCHOOL,Public School,No,31.0,1.0,31.0,1.0,"(40.820237, -73.119032)"
Suffolk,11784,NEW LANE MEMORIAL ELEM SCHOOL,Public School,No,83.0,25.0,83.0,25.0,"(40.820237, -73.119032)"
Suffolk,11784,NEWFIELD S H S,Public School,No,107.0,2.0,107.0,2.0,"(40.820237, -73.119032)"
Suffolk,11784,STAGE COACH SCHOOL,Public School,No,46.0,2.0,46.0,2.0,"(40.820237, -73.119032)"
Suffolk,11786,BRIARCLIFF ROAD SCHOOL,Public School,No,28.0,1.0,28.0,1.0,"(40.820237, -73.119032)"
Suffolk,11786,MILLER AVENUE SCHOOL,Public School,No,42.0,1.0,42.0,1.0,"(40.820237, -73.119032)"
Suffolk,11786,SHOREHAM-WADING RIVER MID SCH,Public School,No,36.0,1.0,36.0,1.0,"(40.820237, -73.119032)"
Suffolk,11787,ACCOMPSETT ELEM SCHOOL,Public School,No,118.0,0.0,118.0,0.0,"(40.820237, -73.119032)"
Suffolk,11787,ACCOMPSETT MIDDLE SCHOOL,Public School,No,81.0,0.0,81.0,0.0,"(40.820237, -73.119032)"
Suffolk,11787,BRANCH BROOK ELEM SCHOOL,Public School,No,18.0,0.0,18.0,0.0,"(40.820237, -73.119032)"
Suffolk,11787,BRETTON WOODS ELEM SCHOOL,Public School,No,52.0,23.0,52.0,23.0,"(40.820237, -73.119032)"
Suffolk,11787,DOGWOOD ELEM SCHOOL,Public School,No,94.0,0.0,94.0,0.0,"(40.820237, -73.119032)"
Suffolk,11787,FOREST BROOK KNDG CTR,Public School,No,38.0,7.0,38.0,7.0,"(40.820237, -73.119032)"
Suffolk,11787,MT PLEASANT ELEM SCHOOL,Public School,No,84.0,0.0,84.0,0.0,"(40.820237, -73.119032)"
Suffolk,11787,PINES ELEM SCHOOL,Public School,No,72.0,6.0,72.0,6.0,"(40.820237, -73.119032)"
Suffolk,11787,SMITHTOWN ELEM SCHOOL,Public School,No,114.0,0.0,114.0,0.0,"(40.820237, -73.119032)"
Suffolk,11787,SMITHTOWN HIGH SCHOOL WEST,Public School,No,148.0,0.0,148.0,0.0,"(40.820237, -73.119032)"
Suffolk,11788,HAUPPAUGE H S,Public School,No,39.0,9.0,39.0,9.0,"(40.820237, -73.119032)"
Suffolk,11788,HAUPPAUGE MIDDLE SCHOOL,Public School,No,33.0,10.0,33.0,10.0,"(40.820237, -73.119032)"
Suffolk,11788,ROCKY POINT MIDDLE SCHOOL,Public School,No,39.0,0.0,39.0,0.0,"(40.820237, -73.119032)"
Suffolk,11790,ROBERT CUSHMAN MURPHY J H S,Public School,No,84.0,10.0,84.0,10.0,"(40.820237, -73.119032)"
Suffolk,11790,WILLIAM SIDNEY MOUNT SCHOOL,Public School,No,72.0,13.0,72.0,13.0,"(40.820237, -73.119032)"
Suffolk,11792,WADING RIVER SCHOOL,Public School,No,55.0,1.0,55.0,1.0,"(40.820237, -73.119032)"
Suffolk,11795,BAYVIEW ELEM SCHOOL,Public School,No,54.0,11.0,54.0,11.0,"(40.820237, -73.119032)"
Suffolk,11795,BEACH STREET MIDDLE SCHOOL,Public School,No,41.0,4.0,41.0,4.0,"(40.820237, -73.119032)"
Suffolk,11795,MANETUCK ELEM SCHOOL,Public School,No,75.0,1.0,75.0,1.0,"(40.820237, -73.119032)"
Suffolk,11795,OQUENOCK ELEM SCHOOL,Public School,No,71.0,4.0,71.0,4.0,"(40.820237, -73.119032)"
Suffolk,11795,UDALL ROAD MIDDLE SCHOOL,Public School,No,48.0,6.0,48.0,6.0,"(40.820237, -73.119032)"
Suffolk,11795,WEST ISLIP SHS,Public School,No,94.0,2.0,94.0,2.0,"(40.820237, -73.119032)"
Suffolk,11796,(LEAD ONLY) EASTERN SUFFOLK BOCES ISLIP ACADEMIC CENTER,BOCES School,No,25.0,8.0,25.0,8.0,"(40.820237, -73.119032)"
Suffolk,11796,(LEAD ONLY) EASTERN SUFFOLK BOCES ISLIP CAREER CENTER,BOCES School,No,48.0,18.0,48.0,18.0,"(40.820237, -73.119032)"
Suffolk,11796,(LEAD ONLY) EASTERN SUFFOLK BOCES MILLIKEN (ISLIP) TECH CENTER,BOCES School,No,116.0,22.0,116.0,22.0,"(40.820237, -73.119032)"
Suffolk,11796,CHERRY AVENUE ELEM SCHOOL,Public School,No,46.0,9.0,46.0,9.0,"(40.820237, -73.119032)"
Suffolk,11796,SAYVILLE H S,Public School,No,55.0,12.0,55.0,12.0,"(40.820237, -73.119032)"
Suffolk,11798,(LEAD ONLY) WESTERN SUFFOLK BOCES JEA ALT SCHOOL (WHEATLEY),BOCES School,No,35.0,4.0,35.0,4.0,"(40.820237, -73.119032)"
Suffolk,11798,LA FRANCES HARDIMAN ELEMENTARY SCHOOL,Public School,No,54.0,3.0,54.0,3.0,"(40.820237, -73.119032)"
Suffolk,11798,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,Public School,No,60.0,3.0,60.0,3.0,"(40.820237, -73.119032)"
Suffolk,11798,MILTON OLIVE MIDDLE SCHOOL,Public School,No,34.0,3.0,34.0,3.0,"(40.820237, -73.119032)"
Suffolk,11798,WYANDANCH MEMORIAL H S,Public School,No,33.0,5.0,33.0,5.0,"(40.820237, -73.119032)"
Suffolk,11901,(LEAD ONLY) EASTERN SUFFOLK BOCES HB WARD CAMPUS ALT HS,BOCES School,No,99.0,7.0,99.0,7.0,"(40.820237, -73.119032)"
Suffolk,11901,(LEAD ONLY) EASTERN SUFFOLK BOCES HB WARD CAMPUS BLDG 1,BOCES School,No,48.0,3.0,48.0,3.0,"(40.820237, -73.119032)"
Suffolk,11901,(LEAD ONLY) EASTERN SUFFOLK BOCES HB WARD ED COMM/LIBRARY BLDG 6,BOCES School,No,3.0,1.0,3.0,1.0,"(40.820237, -73.119032)"
Suffolk,11901,PHILLIPS AVENUE SCHOOL,Public School,No,78.0,3.0,78.0,3.0,"(40.820237, -73.119032)"
Suffolk,11901,PULASKI STREET ELEM SCHOOL,Public School,No,33.0,2.0,33.0,2.0,"(40.820237, -73.119032)"
Suffolk,11901,RIVERHEAD J H S,Public School,No,51.0,12.0,51.0,12.0,"(40.820237, -73.119032)"
Suffolk,11901,RIVERHEAD S H S,Public School,No,72.0,4.0,72.0,4.0,"(40.820237, -73.119032)"
Suffolk,11931,AQUEBOGUE ELEM SCHOOL,Public School,No,69.0,3.0,69.0,3.0,"(40.820237, -73.119032)"
Suffolk,11933,RILEY AVENUE SCHOOL,Public School,No,81.0,1.0,81.0,1.0,"(40.820237, -73.119032)"
Suffolk,11934,CENTER MORICHES MS / HS,Public School,No,42.0,4.0,42.0,4.0,"(40.820237, -73.119032)"
Suffolk,11934,CLAYTON HUEY ELEMENTARY SCHOOL,Public School,No,49.0,2.0,49.0,2.0,"(40.820237, -73.119032)"
Suffolk,11935,CUTCHOGUE EAST ELEM SCH,Public School,No,106.0,7.0,106.0,7.0,"(40.820237, -73.119032)"
Suffolk,11937,EAST HAMPTON H S,Public School,No,150.0,14.0,150.0,14.0,"(40.820237, -73.119032)"
Suffolk,11937,EAST HAMPTON MIDDLE SCHOOL,Public School,No,39.0,4.0,39.0,4.0,"(40.820237, -73.119032)"
Suffolk,11937,JOHN M MARSHALL ELEM SCHOOL,Public School,No,84.0,1.0,84.0,1.0,"(40.820237, -73.119032)"
Suffolk,11937,SPRINGS SCHOOL,Public School,No,19.0,1.0,19.0,1.0,"(40.820237, -73.119032)"
Suffolk,11940,EAST MORICHES ELEMENTARY SCHOOL,Public School,No,79.0,3.0,79.0,3.0,"(40.820237, -73.119032)"
Suffolk,11940,EAST MORICHES MIDDLE SCHOOL,Public School,No,26.0,7.0,26.0,7.0,"(40.820237, -73.119032)"
Suffolk,11941,EASTPORT ES,Public School,No,52.0,0.0,52.0,0.0,"(40.820237, -73.119032)"
Suffolk,11942,EAST QUOGUE SCHOOL,Public School,No,46.0,1.0,46.0,1.0,"(40.820237, -73.119032)"
Suffolk,11944,GREENPORT ELEM SCHOOL,Public School,No,50.0,35.0,50.0,35.0,"(40.820237, -73.119032)"
Suffolk,11944,GREENPORT H S,Public School,No,50.0,35.0,50.0,35.0,"(40.820237, -73.119032)"
Suffolk,11946,HAMPTON BAYS HIGH SCHOOL,Public School,No,79.0,4.0,79.0,4.0,"(40.820237, -73.119032)"
Suffolk,11949,DAYTON AVE ES,Public School,No,67.0,0.0,67.0,0.0,"(40.820237, -73.119032)"
Suffolk,11949,EASTPORT SOUTH MANOR CENTRAL JR SHS,Public School,No,75.0,0.0,75.0,0.0,"(40.820237, -73.119032)"
Suffolk,11949,SOUTH ST ES,Public School,No,81.0,1.0,81.0,1.0,"(40.820237, -73.119032)"
Suffolk,11951,TANGIER SMITH SCHOOL,Public School,No,43.0,28.0,43.0,28.0,"(40.820237, -73.119032)"
Suffolk,11951,WILLIAM FLOYD HS,Public School,No,115.0,5.0,115.0,5.0,"(40.820237, -73.119032)"
Suffolk,11951,WILLIAM PACA MIDDLE SCHOOL,Public School,No,23.0,15.0,23.0,15.0,"(40.820237, -73.119032)"
Suffolk,11952,MATTITUCK J S H S,Public School,No,41.0,6.0,41.0,6.0,"(40.820237, -73.119032)"
Suffolk,11953,LONGWOOD H S,Public School,No,67.0,11.0,67.0,11.0,"(40.820237, -73.119032)"
Suffolk,11953,LONGWOOD JHS,Public School,No,50.0,5.0,50.0,5.0,"(40.820237, -73.119032)"
Suffolk,11953,WEST MIDDLE ISLAND SCHOOL,Public School,No,39.0,3.0,39.0,3.0,"(40.820237, -73.119032)"
Suffolk,11954,MONTAUK SCHOOL,Public School,No,52.0,2.0,52.0,2.0,"(40.820237, -73.119032)"
Suffolk,11955,MORICHES ELEM SCHOOL,Public School,No,69.0,6.0,69.0,6.0,"(40.820237, -73.119032)"
Suffolk,11955,WILLIAM FLOYD MIDDLE SCHOOL,Public School,No,32.0,1.0,32.0,1.0,"(40.820237, -73.119032)"
Suffolk,11961,RIDGE ELEM SCHOOL,Public School,No,100.0,5.0,100.0,5.0,"(40.820237, -73.119032)"
Suffolk,11963,PIERSON H S,Public School,No,110.0,1.0,110.0,1.0,"(40.820237, -73.119032)"
Suffolk,11964,SHELTER ISLAND SCHOOL,Public School,No,69.0,9.0,69.0,9.0,"(40.820237, -73.119032)"
Suffolk,11967,JOHN S HOBART ELEM SCHOOL,Public School,No,91.0,3.0,91.0,3.0,"(40.820237, -73.119032)"
